"Variable","total_appearance"
"Otu000061",91
"Otu000148",89
"Otu000040",88
"Otu000026",85
"Otu000438",84
"Otu000065",82
"Otu000241",81
"Otu000145",80
"Otu000135",79
"Otu000063",78
"Otu000573",77
"Otu000031",75
"Otu000221",74
"Otu000117",73
"Otu000432",73
"Otu000011",72
"Otu000139",72
"Otu000127",71
"Otu000154",71
"Otu000159",71
"Otu000015",71
"Otu000007",70
"Otu000050",69
"Otu000202",69
"Otu000169",68
"Otu000132",66
"Otu000043",65
"Otu001273",65
"Otu000605",64
"Otu000049",63
"Otu000028",63
"Otu000278",62
"Otu000037",62
"Otu000018",61
"Otu000476",60
"Otu000281",60
"Otu001457",60
"Otu000125",60
"Otu000101",58
"Otu000017",58
"Otu000308",57
"Otu000006",57
"Otu000016",57
"Otu000072",56
"Otu000025",55
"Otu000147",54
"Otu000196",52
"Otu000223",51
"Otu001036",49
"Otu000075",48
"Otu000013",48
"Otu000528",48
"Otu000206",48
"Otu000128",47
"Otu000023",47
"Otu000120",47
"Otu000059",45
"Otu000083",44
"Otu000199",44
"Otu000019",42
"Otu001471",41
"Otu000096",41
"Otu000108",40
"Otu002082",40
"Otu000262",39
"Otu000064",39
"Otu000269",38
"Otu000119",38
"Otu000014",38
"Otu000146",37
"Otu000412",36
"Otu000198",36
"Otu000092",36
"Otu000047",36
"Otu000173",35
"Otu000259",35
"Otu001682",34
"Otu000640",34
"Otu000020",33
"Otu000593",33
"Otu000251",32
"Otu000571",32
"Otu000180",32
"Otu000242",32
"Otu001022",32
"Otu000087",31
"Otu000157",31
"Otu000001",30
"Otu001606",30
"Otu000653",29
"Otu000030",29
"Otu000375",29
"Otu002070",29
"Otu000004",29
"Otu000905",28
"Otu000177",28
"Otu000068",28
"Otu000044",28
"Otu000114",28
"Otu000121",28
"Otu000271",28
"Otu001780",27
"Otu000161",27
"Otu000178",27
"Otu000312",27
"Otu000287",26
"Otu001422",26
"Otu000340",26
"Otu000484",25
"Otu000010",25
"Otu000463",25
"Otu000765",25
"Otu000070",24
"Otu001658",24
"Otu000404",24
"Otu000045",24
"Otu000234",24
"Otu000431",23
"Otu000499",23
"Otu000150",23
"Otu000300",23
"Otu000055",23
"Otu000244",23
"Otu000290",23
"Otu000704",23
"Otu000918",22
"Otu000485",22
"Otu000041",22
"Otu000005",22
"Otu000058",22
"Otu000209",21
"Otu000532",20
"Otu000042",20
"Otu000039",20
"Otu000099",20
"Otu000165",19
"Otu000084",19
"Otu000073",19
"Otu000144",19
"Otu000289",19
"Otu000264",19
"Otu000172",19
"Otu000307",19
"Otu000091",19
"Otu008072",19
"Otu000074",19
"Otu000155",18
"Otu000406",18
"Otu000320",18
"Otu000420",18
"Otu001379",17
"Otu000136",17
"Otu000109",17
"Otu000254",17
"Otu000486",17
"Otu000786",16
"Otu000447",16
"Otu000008",16
"Otu000393",16
"Otu001202",16
"Otu000009",16
"Otu000349",16
"Otu000002",16
"Otu000046",16
"Otu000116",15
"Otu000003",15
"Otu000085",15
"Otu000166",15
"Otu000021",15
"Otu000140",15
"Otu000358",15
"Otu000377",15
"Otu000715",15
"Otu002210",15
"Otu000958",14
"Otu000191",14
"Otu000981",14
"Otu000102",14
"Otu000286",14
"Otu000372",14
"Otu000739",14
"Otu000839",14
"Otu001308",14
"Otu002965",14
"Otu000158",13
"Otu001249",13
"Otu000559",13
"Otu000304",13
"Otu000062",13
"Otu000088",13
"Otu000185",13
"Otu000246",13
"Otu000315",13
"Otu000536",13
"Otu000849",13
"Otu002138",13
"Otu000012",12
"Otu000831",12
"Otu000430",12
"Otu000240",12
"Otu000189",12
"Otu000134",12
"Otu001110",12
"Otu000329",12
"Otu002773",12
"Otu000034",12
"Otu000036",12
"Otu000113",12
"Otu000194",12
"Otu000276",12
"Otu000679",12
"Otu001415",12
"Otu002935",12
"Otu000402",11
"Otu001291",11
"Otu000250",11
"Otu000859",11
"Otu000143",11
"Otu000346",11
"Otu000067",11
"Otu000310",11
"Otu000419",11
"Otu000590",11
"Otu000740",11
"Otu000106",10
"Otu000261",10
"Otu000707",10
"Otu000190",10
"Otu000027",10
"Otu000746",10
"Otu000105",10
"Otu000151",10
"Otu000328",10
"Otu000844",10
"Otu001450",10
"Otu001956",10
"Otu000816",9
"Otu002464",9
"Otu000627",9
"Otu000504",9
"Otu000675",9
"Otu000411",9
"Otu000537",9
"Otu000333",9
"Otu000293",9
"Otu000628",9
"Otu000153",9
"Otu000214",9
"Otu001894",9
"Otu000048",9
"Otu000130",9
"Otu000138",9
"Otu000156",9
"Otu000302",9
"Otu000449",9
"Otu000530",9
"Otu000750",9
"Otu000759",9
"Otu001429",9
"Otu003805",9
"Otu004713",9
"Otu000579",8
"Otu001960",8
"Otu000893",8
"Otu000205",8
"Otu000994",8
"Otu000275",8
"Otu000168",8
"Otu000220",8
"Otu000283",8
"Otu000368",8
"Otu000586",8
"Otu000795",8
"Otu001933",8
"Otu001942",8
"Otu000975",7
"Otu000332",7
"Otu000880",7
"Otu000164",7
"Otu000633",7
"Otu000171",7
"Otu000122",7
"Otu000167",7
"Otu000170",7
"Otu000245",7
"Otu000645",7
"Otu000692",7
"Otu000756",7
"Otu000907",7
"Otu001279",7
"Otu000572",6
"Otu000086",6
"Otu001097",6
"Otu000273",6
"Otu000710",6
"Otu000204",6
"Otu000577",6
"Otu000309",6
"Otu001066",6
"Otu000355",6
"Otu001724",6
"Otu000176",6
"Otu000098",6
"Otu000188",6
"Otu000515",6
"Otu000516",6
"Otu000621",6
"Otu000744",6
"Otu002650",6
"Otu001431",5
"Otu001364",5
"Otu000702",5
"Otu000076",5
"Otu001016",5
"Otu000207",5
"Otu000523",5
"Otu000901",5
"Otu000473",5
"Otu000690",5
"Otu000265",5
"Otu000029",5
"Otu000032",5
"Otu000110",5
"Otu000187",5
"Otu000395",5
"Otu000478",5
"Otu000514",5
"Otu000570",5
"Otu000745",5
"Otu001106",5
"Otu001121",5
"Otu001382",5
"Otu000297",4
"Otu002047",4
"Otu000800",4
"Otu000451",4
"Otu000595",4
"Otu001162",4
"Otu002261",4
"Otu002089",4
"Otu000634",4
"Otu001317",4
"Otu001141",4
"Otu000342",4
"Otu000133",4
"Otu000163",4
"Otu000253",4
"Otu000270",4
"Otu000272",4
"Otu000311",4
"Otu000326",4
"Otu000378",4
"Otu000381",4
"Otu000450",4
"Otu000594",4
"Otu000604",4
"Otu000660",4
"Otu000761",4
"Otu000799",4
"Otu000802",4
"Otu001095",4
"Otu001172",4
"Otu001340",4
"Otu001478",4
"Otu002864",4
"Otu002899",4
"Otu000886",3
"Otu000348",3
"Otu001543",3
"Otu000897",3
"Otu000441",3
"Otu000925",3
"Otu000768",3
"Otu000972",3
"Otu000374",3
"Otu000236",3
"Otu000943",3
"Otu001807",3
"Otu000081",3
"Otu000152",3
"Otu000216",3
"Otu000260",3
"Otu000288",3
"Otu000294",3
"Otu000301",3
"Otu000316",3
"Otu000363",3
"Otu000424",3
"Otu000427",3
"Otu000436",3
"Otu000448",3
"Otu000491",3
"Otu000505",3
"Otu000510",3
"Otu000568",3
"Otu000614",3
"Otu000615",3
"Otu000721",3
"Otu000757",3
"Otu000809",3
"Otu000835",3
"Otu000840",3
"Otu000872",3
"Otu000878",3
"Otu001011",3
"Otu001222",3
"Otu001607",3
"Otu001632",3
"Otu002704",3
"Otu001102",2
"Otu001495",2
"Otu000345",2
"Otu000325",2
"Otu000227",2
"Otu000978",2
"Otu001401",2
"Otu000337",2
"Otu005101",2
"Otu000203",2
"Otu001561",2
"Otu001546",2
"Otu000222",2
"Otu004633",2
"Otu001680",2
"Otu000284",2
"Otu001302",2
"Otu000670",2
"Otu001309",2
"Otu001374",2
"Otu000853",2
"Otu001199",2
"Otu002969",2
"Otu000717",2
"Otu000780",2
"Otu000038",2
"Otu000079",2
"Otu000112",2
"Otu000129",2
"Otu000149",2
"Otu000179",2
"Otu000183",2
"Otu000215",2
"Otu000219",2
"Otu000243",2
"Otu000319",2
"Otu000335",2
"Otu000364",2
"Otu000366",2
"Otu000369",2
"Otu000383",2
"Otu000417",2
"Otu000418",2
"Otu000517",2
"Otu000527",2
"Otu000541",2
"Otu000543",2
"Otu000554",2
"Otu000557",2
"Otu000563",2
"Otu000619",2
"Otu000677",2
"Otu000680",2
"Otu000770",2
"Otu000771",2
"Otu000801",2
"Otu000829",2
"Otu001055",2
"Otu001063",2
"Otu001080",2
"Otu001087",2
"Otu001092",2
"Otu001135",2
"Otu001145",2
"Otu001201",2
"Otu001348",2
"Otu001402",2
"Otu001438",2
"Otu001602",2
"Otu001686",2
"Otu002354",2
"Otu002442",2
"Otu002504",2
"Otu002644",2
"Otu003298",2
"Otu005523",2
"Otu008928",2
"Otu000394",1
"Otu001740",1
"Otu000225",1
"Otu000456",1
"Otu000361",1
"Otu001944",1
"Otu000769",1
"Otu000082",1
"Otu006408",1
"Otu001109",1
"Otu000869",1
"Otu001290",1
"Otu002303",1
"Otu001043",1
"Otu000317",1
"Otu000712",1
"Otu000531",1
"Otu000057",1
"Otu001128",1
"Otu000726",1
"Otu001488",1
"Otu000022",1
"Otu000107",1
"Otu000124",1
"Otu000141",1
"Otu000182",1
"Otu000193",1
"Otu000229",1
"Otu000230",1
"Otu000238",1
"Otu000267",1
"Otu000280",1
"Otu000282",1
"Otu000296",1
"Otu000360",1
"Otu000373",1
"Otu000379",1
"Otu000385",1
"Otu000403",1
"Otu000442",1
"Otu000466",1
"Otu000497",1
"Otu000529",1
"Otu000546",1
"Otu000550",1
"Otu000565",1
"Otu000574",1
"Otu000616",1
"Otu000620",1
"Otu000641",1
"Otu000642",1
"Otu000678",1
"Otu000683",1
"Otu000685",1
"Otu000719",1
"Otu000720",1
"Otu000723",1
"Otu000731",1
"Otu000732",1
"Otu000741",1
"Otu000749",1
"Otu000781",1
"Otu000819",1
"Otu000866",1
"Otu000867",1
"Otu000875",1
"Otu000877",1
"Otu000887",1
"Otu000945",1
"Otu000984",1
"Otu000986",1
"Otu001004",1
"Otu001014",1
"Otu001041",1
"Otu001060",1
"Otu001086",1
"Otu001142",1
"Otu001170",1
"Otu001173",1
"Otu001179",1
"Otu001200",1
"Otu001207",1
"Otu001237",1
"Otu001261",1
"Otu001262",1
"Otu001312",1
"Otu001375",1
"Otu001380",1
"Otu001419",1
"Otu001433",1
"Otu001532",1
"Otu001600",1
"Otu001618",1
"Otu001662",1
"Otu001756",1
"Otu001803",1
"Otu001811",1
"Otu001906",1
"Otu002096",1
"Otu002267",1
"Otu002355",1
"Otu002545",1
"Otu002565",1
"Otu002569",1
"Otu002953",1
"Otu003346",1
"Otu004201",1
"Otu004369",1
"Otu004388",1
"Otu004765",1
"Otu000123",0
"Otu000911",0
"Otu000090",0
"Otu002473",0
"Otu000555",0
"Otu001203",0
"Otu000495",0
"Otu000600",0
"Otu001730",0
"Otu001796",0
"Otu000501",0
"Otu000684",0
"Otu000359",0
"Otu001059",0
"Otu000934",0
"Otu001855",0
"Otu000630",0
"Otu000512",0
"Otu000446",0
"Otu001324",0
"Otu000547",0
"Otu000248",0
"Otu000338",0
"Otu001259",0
"Otu000069",0
"Otu000687",0
"Otu002072",0
"Otu002095",0
"Otu000821",0
"Otu000186",0
"Otu000460",0
"Otu000252",0
"Otu000700",0
"Otu000285",0
"Otu004579",0
"Otu001579",0
"Otu001414",0
"Otu001714",0
"Otu002404",0
"Otu000562",0
"Otu001950",0
"Otu002403",0
"Otu000868",0
"Otu000888",0
"Otu000483",0
"Otu000051",0
"Otu000376",0
"Otu000779",0
"Otu001444",0
"Otu000649",0
"Otu000695",0
"Otu001823",0
"Otu000077",0
"Otu001357",0
"Otu000078",0
"Otu000095",0
"Otu000097",0
"Otu000115",0
"Otu000137",0
"Otu000162",0
"Otu000181",0
"Otu000184",0
"Otu000197",0
"Otu000201",0
"Otu000213",0
"Otu000228",0
"Otu000231",0
"Otu000233",0
"Otu000249",0
"Otu000255",0
"Otu000258",0
"Otu000263",0
"Otu000268",0
"Otu000274",0
"Otu000298",0
"Otu000299",0
"Otu000303",0
"Otu000313",0
"Otu000323",0
"Otu000324",0
"Otu000330",0
"Otu000334",0
"Otu000336",0
"Otu000343",0
"Otu000347",0
"Otu000350",0
"Otu000352",0
"Otu000354",0
"Otu000365",0
"Otu000370",0
"Otu000384",0
"Otu000389",0
"Otu000400",0
"Otu000409",0
"Otu000415",0
"Otu000416",0
"Otu000429",0
"Otu000434",0
"Otu000439",0
"Otu000444",0
"Otu000445",0
"Otu000454",0
"Otu000455",0
"Otu000458",0
"Otu000461",0
"Otu000470",0
"Otu000472",0
"Otu000494",0
"Otu000520",0
"Otu000522",0
"Otu000535",0
"Otu000538",0
"Otu000540",0
"Otu000545",0
"Otu000552",0
"Otu000569",0
"Otu000582",0
"Otu000589",0
"Otu000606",0
"Otu000610",0
"Otu000618",0
"Otu000643",0
"Otu000650",0
"Otu000654",0
"Otu000656",0
"Otu000672",0
"Otu000716",0
"Otu000736",0
"Otu000737",0
"Otu000742",0
"Otu000743",0
"Otu000777",0
"Otu000787",0
"Otu000793",0
"Otu000804",0
"Otu000808",0
"Otu000811",0
"Otu000822",0
"Otu000823",0
"Otu000832",0
"Otu000852",0
"Otu000874",0
"Otu000889",0
"Otu000890",0
"Otu000892",0
"Otu000908",0
"Otu000917",0
"Otu000964",0
"Otu000966",0
"Otu000970",0
"Otu000980",0
"Otu000983",0
"Otu000987",0
"Otu000991",0
"Otu001008",0
"Otu001009",0
"Otu001012",0
"Otu001026",0
"Otu001027",0
"Otu001030",0
"Otu001035",0
"Otu001047",0
"Otu001065",0
"Otu001088",0
"Otu001090",0
"Otu001111",0
"Otu001116",0
"Otu001133",0
"Otu001134",0
"Otu001137",0
"Otu001140",0
"Otu001152",0
"Otu001155",0
"Otu001177",0
"Otu001181",0
"Otu001192",0
"Otu001194",0
"Otu001195",0
"Otu001196",0
"Otu001213",0
"Otu001241",0
"Otu001242",0
"Otu001248",0
"Otu001250",0
"Otu001268",0
"Otu001280",0
"Otu001286",0
"Otu001300",0
"Otu001307",0
"Otu001354",0
"Otu001358",0
"Otu001381",0
"Otu001423",0
"Otu001441",0
"Otu001447",0
"Otu001463",0
"Otu001477",0
"Otu001491",0
"Otu001493",0
"Otu001494",0
"Otu001506",0
"Otu001507",0
"Otu001509",0
"Otu001511",0
"Otu001520",0
"Otu001541",0
"Otu001552",0
"Otu001564",0
"Otu001593",0
"Otu001638",0
"Otu001641",0
"Otu001657",0
"Otu001664",0
"Otu001677",0
"Otu001678",0
"Otu001691",0
"Otu001715",0
"Otu001769",0
"Otu001786",0
"Otu001800",0
"Otu001815",0
"Otu001828",0
"Otu001871",0
"Otu001877",0
"Otu001891",0
"Otu001909",0
"Otu001946",0
"Otu001953",0
"Otu002003",0
"Otu002056",0
"Otu002077",0
"Otu002098",0
"Otu002155",0
"Otu002162",0
"Otu002194",0
"Otu002259",0
"Otu002278",0
"Otu002309",0
"Otu002383",0
"Otu002387",0
"Otu002402",0
"Otu002436",0
"Otu002499",0
"Otu002594",0
"Otu002696",0
"Otu002736",0
"Otu003081",0
"Otu003144",0
"Otu003160",0
"Otu003233",0
"Otu003295",0
"Otu003400",0
"Otu003436",0
"Otu003505",0
"Otu003573",0
"Otu003599",0
"Otu003640",0
"Otu003789",0
"Otu003914",0
"Otu003979",0
"Otu004184",0
"Otu004246",0
"Otu004831",0
"Otu004883",0
"Otu004942",0
"Otu005269",0
"Otu012835",0
