"variables","variable","value"
"Otu000001","run_1",1.54595290379325
"Otu000006","run_1",0.826489068097266
"Otu000021","run_1",1.15719668283163
"Otu000088","run_1",2.64683927960068
"Otu000108","run_1",2.13201761763216
"Otu000167","run_1",1.34362111625487
"Otu000180","run_1",1.96073541683073
"Otu000206","run_1",1.48509565781589
"Otu000640","run_1",4.39890777539944
"Otu000732","run_1",1.0710392185862
"Otu000001","run_2",1.60280546767408
"Otu000006","run_2",1.0743167157414
"Otu000021","run_2",1.19905985764832
"Otu000088","run_2",2.23187828016111
"Otu000108","run_2",2.06380500157942
"Otu000167","run_2",1.46088661317275
"Otu000180","run_2",2.49539213140231
"Otu000206","run_2",1.61021863763777
"Otu000640","run_2",3.71182632344739
"Otu000732","run_2",1.19507412943019
"Otu000001","run_3",1.67725871831282
"Otu000006","run_3",1.19581841711332
"Otu000021","run_3",1.06525122580045
"Otu000088","run_3",3.12705758482458
"Otu000108","run_3",2.11737730865215
"Otu000167","run_3",1.0327841713467
"Otu000180","run_3",2.09825978301265
"Otu000206","run_3",0.796721347727667
"Otu000640","run_3",4.62697475180915
"Otu000732","run_3",0.767233533505773
"Otu000001","run_4",1.61449179160394
"Otu000006","run_4",0.927456688933602
"Otu000021","run_4",1.34470440744007
"Otu000088","run_4",2.60674300557483
"Otu000108","run_4",2.34770646296285
"Otu000167","run_4",1.255754542275
"Otu000180","run_4",2.44520351525298
"Otu000206","run_4",0.943928735228816
"Otu000640","run_4",4.12446551601448
"Otu000732","run_4",0.907966387345025
"Otu000001","run_5",1.89604372027277
"Otu000006","run_5",1.14823254817218
"Otu000021","run_5",1.53182434319422
"Otu000088","run_5",1.93194534170025
"Otu000108","run_5",1.73483982975621
"Otu000167","run_5",1.20852293281779
"Otu000180","run_5",2.53379837408207
"Otu000206","run_5",1.2838205872848
"Otu000640","run_5",4.4263082552793
"Otu000732","run_5",0.775190383229886
"Otu000001","run_6",1.51608166280739
"Otu000006","run_6",1.54489066819275
"Otu000021","run_6",1.42810626479419
"Otu000088","run_6",2.56346842346176
"Otu000108","run_6",1.89690422028808
"Otu000167","run_6",0.787794096686869
"Otu000180","run_6",2.79443528053955
"Otu000206","run_6",1.33322638217964
"Otu000640","run_6",3.64614327787124
"Otu000732","run_6",1.0073707758101
"Otu000001","run_7",1.92834365290146
"Otu000006","run_7",1.63373867134238
"Otu000021","run_7",2.06656150021859
"Otu000088","run_7",1.74881625958888
"Otu000108","run_7",2.05776836123175
"Otu000167","run_7",1.22684366718654
"Otu000180","run_7",2.41390262616983
"Otu000206","run_7",1.41674235433699
"Otu000640","run_7",3.00996931879591
"Otu000732","run_7",1.0205187164328
"Otu000001","run_8",1.79388323937001
"Otu000006","run_8",1.4422480939104
"Otu000021","run_8",1.30705869010332
"Otu000088","run_8",2.28324690108282
"Otu000108","run_8",1.99298150071763
"Otu000167","run_8",1.46699317156274
"Otu000180","run_8",2.78922639047938
"Otu000206","run_8",0.974722735984346
"Otu000640","run_8",3.70499252550031
"Otu000732","run_8",0.773594119710101
"Otu000001","run_9",1.94466603819377
"Otu000006","run_9",1.4410606009234
"Otu000021","run_9",1.48800020070375
"Otu000088","run_9",2.18587696583896
"Otu000108","run_9",2.10502687444274
"Otu000167","run_9",1.40099685311064
"Otu000180","run_9",2.52123974723273
"Otu000206","run_9",1.58417337719439
"Otu000640","run_9",2.80485179066579
"Otu000732","run_9",1.01410755169383
"Otu000001","run_10",2.1095390679274
"Otu000006","run_10",1.51491340446583
"Otu000021","run_10",1.92430752273601
"Otu000088","run_10",1.96241960959895
"Otu000108","run_10",2.14631329511269
"Otu000167","run_10",1.59207285813619
"Otu000180","run_10",1.74972885905002
"Otu000206","run_10",1.37661619809618
"Otu000640","run_10",2.83897785412669
"Otu000732","run_10",1.32037448864478
"Otu000001","run_11",1.95618910521971
"Otu000006","run_11",1.9038933606609
"Otu000021","run_11",2.08379292338575
"Otu000088","run_11",1.82372629655691
"Otu000108","run_11",1.83754495683444
"Otu000167","run_11",1.49989238590102
"Otu000180","run_11",2.33552555543961
"Otu000206","run_11",1.47442981089589
"Otu000640","run_11",2.62468257129703
"Otu000732","run_11",0.876901981177166
"Otu000001","run_12",2.06343930063853
"Otu000006","run_12",1.55771622809084
"Otu000021","run_12",1.62294902035687
"Otu000088","run_12",1.72053498654397
"Otu000108","run_12",2.2580675781254
"Otu000167","run_12",1.36778088316269
"Otu000180","run_12",2.58171497440917
"Otu000206","run_12",1.61332546555494
"Otu000640","run_12",2.54879186239007
"Otu000732","run_12",1.11116842253203
"Otu000001","run_13",1.07041967925067
"Otu000006","run_13",1.05205791995815
"Otu000021","run_13",1.4230397937941
"Otu000088","run_13",2.59328317112387
"Otu000108","run_13",2.58120621349072
"Otu000167","run_13",1.50464877197828
"Otu000180","run_13",1.90826334845931
"Otu000206","run_13",0.8093966733072
"Otu000640","run_13",4.57529233524886
"Otu000732","run_13",0.973444724967787
"Otu000001","run_14",1.89546364396453
"Otu000006","run_14",1.82945322231494
"Otu000021","run_14",1.42699792122467
"Otu000088","run_14",2.17532269891634
"Otu000108","run_14",1.93291575960421
"Otu000167","run_14",1.72747689953569
"Otu000180","run_14",2.45819061818541
"Otu000206","run_14",1.54452338899715
"Otu000640","run_14",2.70747400587415
"Otu000732","run_14",0.719702309219176
"Otu000001","run_15",1.28823450612606
"Otu000006","run_15",1.56748213734455
"Otu000021","run_15",1.69658216913624
"Otu000088","run_15",2.53996390751415
"Otu000108","run_15",1.48014461628871
"Otu000167","run_15",1.73363427655118
"Otu000180","run_15",3.02715164963098
"Otu000206","run_15",1.24752095797457
"Otu000640","run_15",2.98548846396796
"Otu000732","run_15",0.899981525991917
"Otu000001","run_16",1.8639315924858
"Otu000006","run_16",0.842965336326628
"Otu000021","run_16",1.41530502172207
"Otu000088","run_16",2.64873107728989
"Otu000108","run_16",1.94682677630631
"Otu000167","run_16",1.44124510642865
"Otu000180","run_16",3.08638295190638
"Otu000206","run_16",0.959926958250504
"Otu000640","run_16",3.61669226270424
"Otu000732","run_16",0.688519232368998
"Otu000001","run_17",1.9716214328441
"Otu000006","run_17",1.39871848137005
"Otu000021","run_17",1.6880664887373
"Otu000088","run_17",1.74743454420281
"Otu000108","run_17",2.14439016244427
"Otu000167","run_17",1.54407606143884
"Otu000180","run_17",2.48471026705248
"Otu000206","run_17",1.53505496009618
"Otu000640","run_17",2.6873809238173
"Otu000732","run_17",1.19758176571596
"Otu000001","run_18",1.88914153230849
"Otu000006","run_18",1.06133654252231
"Otu000021","run_18",1.58893013696797
"Otu000088","run_18",1.97838576021649
"Otu000108","run_18",2.27107343093715
"Otu000167","run_18",1.10399577759179
"Otu000180","run_18",2.03603328956383
"Otu000206","run_18",1.04489544034702
"Otu000640","run_18",4.26481423490072
"Otu000732","run_18",1.16770964411791
"Otu000001","run_19",1.98503699364658
"Otu000006","run_19",1.06785075406857
"Otu000021","run_19",1.39994673059014
"Otu000088","run_19",2.99231214128141
"Otu000108","run_19",1.87505371472726
"Otu000167","run_19",1.42653821976147
"Otu000180","run_19",2.52567620235714
"Otu000206","run_19",1.03024054504272
"Otu000640","run_19",3.37473559814097
"Otu000732","run_19",0.911556468804773
"Otu000001","run_20",1.9568204125001
"Otu000006","run_20",1.23759561896869
"Otu000021","run_20",1.82751622918301
"Otu000088","run_20",2.3211928770008
"Otu000108","run_20",1.99170436565005
"Otu000167","run_20",1.63843828874389
"Otu000180","run_20",2.31640558040309
"Otu000206","run_20",1.45730492340103
"Otu000640","run_20",2.84400055177465
"Otu000732","run_20",0.907056240093984
"Otu000001","run_21",1.99726953261318
"Otu000006","run_21",0.739372788030683
"Otu000021","run_21",1.62237519534971
"Otu000088","run_21",2.65482151171578
"Otu000108","run_21",1.68989217615683
"Otu000167","run_21",1.22431387502974
"Otu000180","run_21",2.51964968076588
"Otu000206","run_21",0.740757295233243
"Otu000640","run_21",4.581408181681
"Otu000732","run_21",0.710666079213424
"Otu000001","run_22",2.17488500632851
"Otu000006","run_22",1.58126486872993
"Otu000021","run_22",2.141803734753
"Otu000088","run_22",2.2878893253854
"Otu000108","run_22",1.99831382297875
"Otu000167","run_22",1.44913716170328
"Otu000180","run_22",1.71890773725268
"Otu000206","run_22",1.58206102799853
"Otu000640","run_22",2.52590475567368
"Otu000732","run_22",0.902253611827821
"Otu000001","run_23",2.1177267763452
"Otu000006","run_23",1.96668928380386
"Otu000021","run_23",1.40575698340083
"Otu000088","run_23",2.07097211235842
"Otu000108","run_23",1.93758313561931
"Otu000167","run_23",1.23681832778994
"Otu000180","run_23",2.20291151903611
"Otu000206","run_23",1.26852106508753
"Otu000640","run_23",3.23212377272118
"Otu000732","run_23",1.06809000629375
"Otu000001","run_24",2.31502767453954
"Otu000006","run_24",1.05729358179763
"Otu000021","run_24",1.69661326060616
"Otu000088","run_24",2.56716260243249
"Otu000108","run_24",1.62741563089645
"Otu000167","run_24",0.959681581381393
"Otu000180","run_24",2.56204837619125
"Otu000206","run_24",0.778321162247364
"Otu000640","run_24",4.00574066249764
"Otu000732","run_24",0.979642835831126
"Otu000001","run_25",1.17789078589687
"Otu000006","run_25",0.474805960734935
"Otu000021","run_25",1.68417954212035
"Otu000088","run_25",2.62201404410854
"Otu000108","run_25",2.33417668636208
"Otu000167","run_25",1.26653026290346
"Otu000180","run_25",2.25599036754743
"Otu000206","run_25",1.0638511914072
"Otu000640","run_25",4.76323188819433
"Otu000732","run_25",0.864171375987946
"Otu000001","run_26",2.06572216748877
"Otu000006","run_26",2.25015175302878
"Otu000021","run_26",1.28888699264847
"Otu000088","run_26",1.9541027598584
"Otu000108","run_26",2.03555279056414
"Otu000167","run_26",1.24386912029047
"Otu000180","run_26",2.22286995094172
"Otu000206","run_26",1.36851407985669
"Otu000640","run_26",2.76652128005104
"Otu000732","run_26",1.16840559649958
"Otu000001","run_27",2.15865349000049
"Otu000006","run_27",1.87555188851233
"Otu000021","run_27",2.48623091840989
"Otu000088","run_27",1.56669399574425
"Otu000108","run_27",1.90986879698308
"Otu000167","run_27",1.27486785192321
"Otu000180","run_27",2.44851631453343
"Otu000206","run_27",1.38836990970504
"Otu000640","run_27",2.40241350574157
"Otu000732","run_27",0.951201749499348
"Otu000001","run_28",1.44462192883235
"Otu000006","run_28",0.80310533479295
"Otu000021","run_28",1.34326336805614
"Otu000088","run_28",3.02446326573527
"Otu000108","run_28",2.05955909640443
"Otu000167","run_28",1.30346992820858
"Otu000180","run_28",2.49972688057115
"Otu000206","run_28",0.59886144775437
"Otu000640","run_28",4.48850279126479
"Otu000732","run_28",0.963373326801012
"Otu000001","run_29",2.44164097670926
"Otu000006","run_29",1.83325245578247
"Otu000021","run_29",1.87719910900165
"Otu000088","run_29",1.71822909452505
"Otu000108","run_29",1.87356513204049
"Otu000167","run_29",1.34951828545826
"Otu000180","run_29",1.80629093471253
"Otu000206","run_29",1.3394394243102
"Otu000640","run_29",2.96045281576082
"Otu000732","run_29",1.29514861380454
"Otu000001","run_30",1.7118903628296
"Otu000006","run_30",1.50606033610832
"Otu000021","run_30",2.13168895821535
"Otu000088","run_30",1.63743884184978
"Otu000108","run_30",1.95789457596515
"Otu000167","run_30",1.1964533472738
"Otu000180","run_30",2.68750457994767
"Otu000206","run_30",1.56163746444972
"Otu000640","run_30",2.70620140689718
"Otu000732","run_30",1.39240305879426
"Otu000001","run_31",1.71706293605714
"Otu000006","run_31",1.09474018719595
"Otu000021","run_31",1.68151464118275
"Otu000088","run_31",2.75782260577607
"Otu000108","run_31",1.89633988468947
"Otu000167","run_31",1.04724889325606
"Otu000180","run_31",2.72274169559015
"Otu000206","run_31",0.92228350584445
"Otu000640","run_31",3.84889978676231
"Otu000732","run_31",0.768187968908793
"Otu000001","run_32",1.42532315973749
"Otu000006","run_32",1.47360078868205
"Otu000021","run_32",1.30528725736352
"Otu000088","run_32",2.39896775744905
"Otu000108","run_32",1.78411558302213
"Otu000167","run_32",1.21276058325844
"Otu000180","run_32",3.0467377575812
"Otu000206","run_32",1.06593971388983
"Otu000640","run_32",3.62192142996751
"Otu000732","run_32",1.18587228483826
"Otu000001","run_33",1.87270043335972
"Otu000006","run_33",1.51738667592704
"Otu000021","run_33",1.5992670017988
"Otu000088","run_33",2.0719724464321
"Otu000108","run_33",2.11328526902774
"Otu000167","run_33",1.33476514743819
"Otu000180","run_33",2.29485616597983
"Otu000206","run_33",1.3041640874078
"Otu000640","run_33",3.14458373014403
"Otu000732","run_33",1.24815939336194
"Otu000001","run_34",2.3188330924257
"Otu000006","run_34",1.46272345337891
"Otu000021","run_34",1.59352984582095
"Otu000088","run_34",1.71515537570691
"Otu000108","run_34",2.30867474474014
"Otu000167","run_34",1.59775244149089
"Otu000180","run_34",1.7725485646882
"Otu000206","run_34",1.53272190598995
"Otu000640","run_34",2.76099099130229
"Otu000732","run_34",1.24575379498238
"Otu000001","run_35",1.76846444051398
"Otu000006","run_35",1.91607662187667
"Otu000021","run_35",1.50100541910048
"Otu000088","run_35",2.27074112709952
"Otu000108","run_35",1.84186115612851
"Otu000167","run_35",1.47230996280297
"Otu000180","run_35",2.34143535492495
"Otu000206","run_35",1.27384406730985
"Otu000640","run_35",3.18141110330051
"Otu000732","run_35",0.856810646691912
"Otu000001","run_36",1.68640731025434
"Otu000006","run_36",1.42058072951948
"Otu000021","run_36",1.35784936454933
"Otu000088","run_36",2.14922973601359
"Otu000108","run_36",2.14224356015265
"Otu000167","run_36",1.04800525300964
"Otu000180","run_36",2.27385284514564
"Otu000206","run_36",1.39369210335832
"Otu000640","run_36",3.88394422504479
"Otu000732","run_36",1.11366855716275
"Otu000001","run_37",2.10557494650905
"Otu000006","run_37",1.77121241975366
"Otu000021","run_37",1.59119386064416
"Otu000088","run_37",1.81095833584555
"Otu000108","run_37",1.96520604051162
"Otu000167","run_37",1.33821101292716
"Otu000180","run_37",2.12852566691358
"Otu000206","run_37",1.58791907079767
"Otu000640","run_37",3.0837091613647
"Otu000732","run_37",1.07452457245213
"Otu000001","run_38",1.87198074729283
"Otu000006","run_38",1.29852624366267
"Otu000021","run_38",1.5052871719292
"Otu000088","run_38",2.34134059092903
"Otu000108","run_38",1.75924316823253
"Otu000167","run_38",1.25982913364456
"Otu000180","run_38",2.7380834955995
"Otu000206","run_38",1.56913127320835
"Otu000640","run_38",2.9762994992233
"Otu000732","run_38",1.07515586926049
"Otu000001","run_39",1.92996557761561
"Otu000006","run_39",1.95665895755989
"Otu000021","run_39",1.84622951579949
"Otu000088","run_39",2.12491061820271
"Otu000108","run_39",1.89995735970044
"Otu000167","run_39",0.877021115292467
"Otu000180","run_39",2.66167555553388
"Otu000206","run_39",1.41299628553076
"Otu000640","run_39",2.63074590245604
"Otu000732","run_39",0.916004525842533
"Otu000001","run_40",1.87214619124716
"Otu000006","run_40",1.12925903018851
"Otu000021","run_40",1.77561375470038
"Otu000088","run_40",3.18571467878992
"Otu000108","run_40",1.73131871512356
"Otu000167","run_40",0.557200902436829
"Otu000180","run_40",2.17214089545732
"Otu000206","run_40",0.882818403036296
"Otu000640","run_40",4.41712824198505
"Otu000732","run_40",0.792448660719189
"Otu000001","run_41",1.73041848069707
"Otu000006","run_41",0.857279905437563
"Otu000021","run_41",1.66062335154367
"Otu000088","run_41",2.05211410291941
"Otu000108","run_41",2.5912358713129
"Otu000167","run_41",1.30794581941424
"Otu000180","run_41",2.18793055346175
"Otu000206","run_41",1.18147139790714
"Otu000640","run_41",4.08545839503442
"Otu000732","run_41",0.941311595956043
"Otu000001","run_42",1.96501191036179
"Otu000006","run_42",1.88996343677923
"Otu000021","run_42",1.73677419862033
"Otu000088","run_42",1.75244442153214
"Otu000108","run_42",2.26683160322977
"Otu000167","run_42",1.4153994056746
"Otu000180","run_42",1.48070948516397
"Otu000206","run_42",1.47577297552383
"Otu000640","run_42",3.5068969245097
"Otu000732","run_42",1.06177458597306
"Otu000001","run_43",1.88327977592448
"Otu000006","run_43",0.936948507531663
"Otu000021","run_43",1.13315091086755
"Otu000088","run_43",2.94423338510026
"Otu000108","run_43",1.75559542859299
"Otu000167","run_43",1.45942567222887
"Otu000180","run_43",2.24224138490105
"Otu000206","run_43",1.03710619967371
"Otu000640","run_43",3.97614701759313
"Otu000732","run_43",1.02134540179682
"Otu000001","run_44",2.25433348908088
"Otu000006","run_44",2.12580903080023
"Otu000021","run_44",1.37371419795188
"Otu000088","run_44",2.02203609128975
"Otu000108","run_44",1.72535700510512
"Otu000167","run_44",1.34127793874241
"Otu000180","run_44",2.56359796090624
"Otu000206","run_44",1.71488844296349
"Otu000640","run_44",2.3881056641085
"Otu000732","run_44",1.0049152667708
"Otu000001","run_45",1.40008784794505
"Otu000006","run_45",1.78710284438698
"Otu000021","run_45",1.74403864775482
"Otu000088","run_45",1.52700298922756
"Otu000108","run_45",2.20015319275678
"Otu000167","run_45",1.34984483100496
"Otu000180","run_45",2.06483787115966
"Otu000206","run_45",1.87976550469867
"Otu000640","run_45",3.10972266108099
"Otu000732","run_45",1.23091729419506
"Otu000001","run_46",2.34568187080086
"Otu000006","run_46",1.83759657650228
"Otu000021","run_46",1.53790610769688
"Otu000088","run_46",1.84391166157871
"Otu000108","run_46",1.81786099984806
"Otu000167","run_46",1.39648535658314
"Otu000180","run_46",2.53866957555153
"Otu000206","run_46",1.4107957757718
"Otu000640","run_46",2.52928061262891
"Otu000732","run_46",1.1565483051431
"Otu000001","run_47",1.25655809864229
"Otu000006","run_47",1.39670912952165
"Otu000021","run_47",0.952446167936066
"Otu000088","run_47",2.94992112587484
"Otu000108","run_47",2.11336186796687
"Otu000167","run_47",1.27692014738357
"Otu000180","run_47",2.91820052049956
"Otu000206","run_47",0.896221124639656
"Otu000640","run_47",3.95551054675886
"Otu000732","run_47",0.892046007618759
"Otu000001","run_48",1.19057226459882
"Otu000006","run_48",1.31976478159961
"Otu000021","run_48",1.83472500482307
"Otu000088","run_48",2.45896071719964
"Otu000108","run_48",2.39815292151601
"Otu000167","run_48",0.752318107239813
"Otu000180","run_48",2.02268895494011
"Otu000206","run_48",0.921696455819631
"Otu000640","run_48",4.61335631785419
"Otu000732","run_48",0.926185527040695
"Otu000001","run_49",1.54632669197432
"Otu000006","run_49",1.20665685999961
"Otu000021","run_49",1.46528984214964
"Otu000088","run_49",2.37601543680667
"Otu000108","run_49",2.26591299651164
"Otu000167","run_49",0.910620009731425
"Otu000180","run_49",2.71988135219771
"Otu000206","run_49",0.743577118524177
"Otu000640","run_49",4.50293653889179
"Otu000732","run_49",0.711204205844608
"Otu000001","run_50",1.2973370396042
"Otu000006","run_50",0.9272949863156
"Otu000021","run_50",1.5398506245024
"Otu000088","run_50",3.04330716268703
"Otu000108","run_50",2.56433138138503
"Otu000167","run_50",1.20949936142696
"Otu000180","run_50",2.24705763505063
"Otu000206","run_50",0.920029624829934
"Otu000640","run_50",3.96450032059218
"Otu000732","run_50",0.817318179395501
